reseau,agence,agence_ville,agence_cp,ville_cible,cp_cible,population,distance_km
AgenceAuto,nogent-le-rotrou,Nogent-le-Rotrou,28400,Luigny,28480,430,18.4
AgenceAuto,nogent-le-rotrou,Nogent-le-Rotrou,28400,Saint-Ulphace,72320,222,18.6
AgenceAuto,nogent-le-rotrou,Nogent-le-Rotrou,28400,Vaupillon,28240,466,19.0
AgenceAuto,nogent-le-rotrou,Nogent-le-Rotrou,28400,Cormes,72400,893,19.0
AgenceAuto,nogent-le-rotrou,Nogent-le-Rotrou,28400,Chassant,28480,299,19.1
AgenceAuto,nogent-le-rotrou,Nogent-le-Rotrou,28400,Bellême,61130,1457,19.1
AgenceAuto,nogent-le-rotrou,Nogent-le-Rotrou,28400,Bizou,61290,142,19.1
AgenceAuto,nogent-le-rotrou,Nogent-le-Rotrou,28400,Moulhard,28160,139,19.2
AgenceAuto,nogent-le-rotrou,Nogent-le-Rotrou,28400,Corbon,61400,111,19.3
AgenceAuto,nogent-le-rotrou,Nogent-le-Rotrou,28400,Montireau,28240,136,19.4
AgenceAuto,nogent-le-rotrou,Nogent-le-Rotrou,28400,Courgenard,72320,454,19.5
AgenceAuto,nogent-le-rotrou,Nogent-le-Rotrou,28400,Cherré-Au,72400,2758,19.7
AgenceAuto,nogent-le-rotrou,Nogent-le-Rotrou,28400,Mauves-sur-Huisne,61400,533,19.9
AgenceAuto,nogent-le-rotrou,Nogent-le-Rotrou,28400,Le Mage,61290,231,20.0
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Pont-de-Chéruy,38230,6302,1.4
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Chavanoz,38230,5126,1.7
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Tignieu-Jameyzieu,38230,8031,2.8
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Saint-Romain-de-Jalionas,38460,3417,2.9
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Anthon,38280,1154,3.4
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Charvieu-Chavagneux,38230,10547,3.4
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Loyettes,01360,3554,4.8
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Leyrieu,38460,919,5.5
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Janneyrias,38280,1896,5.6
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Villemoirieu,38460,1925,6.2
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Vernas,38460,268,6.5
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Crémieu,38460,3536,6.7
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Chozeau,38460,987,6.8
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Saint-Maurice-de-Gourdans,01800,2903,6.9
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Villette-d'Anthon,38280,5268,7.3
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Colombier-Saugnieu,69124,2874,7.5
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Chamagnieu,38460,1822,7.8
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Annoisin-Chatelans,38460,719,8.1
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Panossas,38460,696,8.9
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Saint-Jean-de-Niost,01800,1866,9.1
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Dizimieu,38460,835,9.2
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Veyssilieu,38460,328,9.2
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Pusignan,69330,4119,9.3
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Jons,69330,1647,9.4
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Hières-sur-Amby,38118,1245,9.5
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Saint-Vulbas,01150,1247,9.7
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Balan,01360,3077,9.8
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Satolas-et-Bonce,38290,2532,9.8
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Moras,38460,520,10.0
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Siccieu-Saint-Julien-et-Carisieu,38460,609,10.1
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Blyes,01150,1401,10.9
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Frontonas,38290,2123,12.0
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Optevoz,38460,875,12.0
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Jonage,69330,6144,12.0
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Béligneux,01360,3535,12.1
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Saint-Hilaire-de-Brens,38460,603,12.1
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Niévroz,01120,1662,12.2
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Saint-Marcel-Bel-Accueil,38080,1505,12.7
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Saint-Laurent-de-Mure,69720,5791,12.7
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Saint-Baudille-de-la-Tour,38118,849,13.0
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Vénérieu,38460,968,13.1
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Trept,38460,2095,13.3
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Charnoz-sur-Ain,01800,951,13.5
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Pérouges,01800,1387,13.5
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Genas,69740,13421,13.5
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,La Verpillière,38290,7786,13.6
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Meyzieu,69330,36687,13.7
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Dagneux,01120,4778,13.8
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Grenay,38540,1628,13.8
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,La Balme-les-Grottes,38390,1146,14.1
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Saint-Bonnet-de-Mure,69720,6984,14.2
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Saint-Quentin-Fallavier,38070,6189,14.3
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Bressolles,01360,1028,14.4
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Charette,38390,445,14.4
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Bourg-Saint-Christophe,01800,1562,14.5
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Thil,01120,1261,14.6
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Soleymieu,38460,895,15.0
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Sainte-Julie,01150,1094,15.6
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Vaulx-Milieu,38090,2472,15.6
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Courtenay,38510,1277,15.9
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Villefontaine,38090,19445,15.9
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,La Boisse,01120,3449,16.0
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,L'Isle-d'Abeau,38080,17515,16.1
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Salagnon,38890,1508,16.1
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Chazey-sur-Ain,01150,1632,16.2
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Meximieux,01800,8247,16.5
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Parmilieu,38390,723,16.5
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Pizay,01120,937,16.6
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Beynost,01700,5198,17.1
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Faramans,01800,934,17.4
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Chassieu,69680,11208,17.4
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Heyrieux,38540,4956,17.5
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Décines-Charpieu,69150,29877,17.7
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Saint-Savin,38300,4323,17.8
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Montalieu-Vercieu,38390,3510,18.0
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Saint-Maurice-de-Beynost,01700,4332,18.3
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Bouvesse-Quirieu,38390,1524,18.3
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Saint-Pierre-de-Chandieu,69780,4616,18.5
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Lagnieu,01150,7411,18.6
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Bonnefamille,38090,1114,18.6
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Bourgoin-Jallieu,38300,30151,18.6
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Porcieu-Amblagnieu,38390,1787,18.7
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Sainte-Croix,01120,544,18.9
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Saint-Chef,38890,3921,18.9
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Vertrieu,38390,608,18.9
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Saint-Alban-de-Roche,38080,2168,19.0
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Villieu-Loyes-Mollon,01800,3849,19.3
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Toussieu,69780,3177,19.3
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Montluel,01120,6895,19.4
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Saint-Priest,69800,49229,19.5
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Saint-Éloi,01800,525,19.8
Simplicicar,nord-isere,Tignieu-Jameyzieu,38230,Diémoz,38790,2947,20.0
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Saint-Pryvé-Saint-Mesmin,45750,6256,1.6
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,La Chapelle-Saint-Mesmin,45380,11017,2.4
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Saint-Jean-de-la-Ruelle,45140,16768,3.0
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Olivet,45160,23507,3.6
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Orléans,45000,116357,3.7
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Saint-Hilaire-Saint-Mesmin,45160,3261,4.5
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Saint-Jean-le-Blanc,45650,9562,5.2
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Ingré,45140,10062,5.6
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Chaingy,45380,4116,6.7
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Saran,45770,17316,7.3
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Saint-Denis-en-Val,45560,7766,8.0
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Fleury-les-Aubrais,45400,21804,8.1
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Ormes,45140,4376,8.1
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Mareau-aux-Prés,45370,1669,8.5
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Mézières-lez-Cléry,45370,883,8.6
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Saint-Ay,45130,3766,8.8
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Saint-Jean-de-Braye,45800,23147,8.9
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Combleux,45800,547,9.1
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Semoy,45400,3269,9.5
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Saint-Cyr-en-Val,45590,3467,10.2
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Bucy-Saint-Liphard,45140,215,10.7
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Cléry-Saint-André,45370,3596,10.8
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Ardon,45160,1203,11.2
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Chécy,45430,9083,11.9
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Cercottes,45520,1448,12.1
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Boulay-les-Barres,45140,1147,12.2
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Gidy,45520,2084,12.2
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Huisseau-sur-Mauves,45130,1778,12.3
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Boigny-sur-Bionne,45760,2194,12.8
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Chanteau,45400,1590,13.0
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Rozières-en-Beauce,45130,183,13.1
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Sandillon,45640,4300,13.4
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Meung-sur-Loire,45130,6670,13.8
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Marigny-les-Usages,45760,1887,14.0
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Bou,45430,1036,14.1
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Dry,45370,1408,14.5
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Gémigny,45310,217,14.9
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Bricy,45310,528,15.4
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Mardié,45430,3078,15.6
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Jouy-le-Potier,45370,1643,15.9
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Vennecy,45760,2047,16.1
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Coulmiers,45130,576,16.2
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Chevilly,45520,2663,16.6
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Huêtre,45520,280,16.6
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Le Bardon,45130,984,16.7
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Baule,45130,1985,16.8
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Darvoy,45150,1930,17.0
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Rebréchien,45470,1441,17.0
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Marcilly-en-Villette,45240,2180,17.4
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Coinces,45310,501,17.7
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Baccon,45130,654,18.0
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Saint-Péravy-la-Colombe,45310,777,18.4
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Saint-Sigismond,45310,269,18.4
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Jargeau,45150,4610,18.5
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Donnery,45450,2873,18.6
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Saint-Lyé-la-Forêt,45170,1257,18.6
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Lailly-en-Val,45740,3101,18.7
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Messas,45190,1003,19.1
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,La Ferté-Saint-Aubin,45240,7284,19.4
Simplicicar,orleans,Saint-Pryvé-Saint-Mesmin,45750,Traînou,45470,3402,19.5
AgenceAuto,palaiseau,Palaiseau,91120,Champlan,91160,2615,1.6
AgenceAuto,palaiseau,Palaiseau,91120,Massy,91300,51729,1.8
AgenceAuto,palaiseau,Palaiseau,91120,Palaiseau,91120,37471,2.1
AgenceAuto,palaiseau,Palaiseau,91120,Villebon-sur-Yvette,91140,10291,2.3
AgenceAuto,palaiseau,Palaiseau,91120,Saulx-les-Chartreux,91160,6733,2.9
AgenceAuto,palaiseau,Palaiseau,91120,Igny,91430,10833,3.7
AgenceAuto,palaiseau,Palaiseau,91120,Chilly-Mazarin,91380,20443,4.0
AgenceAuto,palaiseau,Palaiseau,91120,Longjumeau,91160,21996,4.2
AgenceAuto,palaiseau,Palaiseau,91120,Verrières-le-Buisson,91370,15057,4.3
AgenceAuto,palaiseau,Palaiseau,91120,Vauhallan,91430,1945,4.6
AgenceAuto,palaiseau,Palaiseau,91120,Villejust,91140,2558,4.6
AgenceAuto,palaiseau,Palaiseau,91120,Ballainvilliers,91160,4904,5.2
AgenceAuto,palaiseau,Palaiseau,91120,Orsay,91400,16498,5.2
AgenceAuto,palaiseau,Palaiseau,91120,Antony,92160,64263,5.2
AgenceAuto,palaiseau,Palaiseau,91120,Wissous,91320,7151,5.6
AgenceAuto,palaiseau,Palaiseau,91120,Morangis,91420,14129,5.9
AgenceAuto,palaiseau,Palaiseau,91120,La Ville-du-Bois,91620,8161,5.9
AgenceAuto,palaiseau,Palaiseau,91120,Bièvres,91570,4686,6.1
AgenceAuto,palaiseau,Palaiseau,91120,Nozay,91620,4471,6.1
AgenceAuto,palaiseau,Palaiseau,91120,Les Ulis,91940,25886,6.2
AgenceAuto,palaiseau,Palaiseau,91120,Épinay-sur-Orge,91360,10722,6.4
AgenceAuto,palaiseau,Palaiseau,91120,Châtenay-Malabry,92290,35825,6.4
AgenceAuto,palaiseau,Palaiseau,91120,Villiers-sur-Orge,91700,4545,6.6
AgenceAuto,palaiseau,Palaiseau,91120,Saclay,91400,4437,7.0
AgenceAuto,palaiseau,Palaiseau,91120,Fresnes,94260,29528,7.1
AgenceAuto,palaiseau,Palaiseau,91120,Savigny-sur-Orge,91600,37601,7.4
AgenceAuto,palaiseau,Palaiseau,91120,Paray-Vieille-Poste,91550,8202,7.5
AgenceAuto,palaiseau,Palaiseau,91120,Bures-sur-Yvette,91440,9548,7.6
AgenceAuto,palaiseau,Palaiseau,91120,Sceaux,92330,20884,7.6
AgenceAuto,palaiseau,Palaiseau,91120,Le Plessis-Robinson,92350,28848,7.7
AgenceAuto,palaiseau,Palaiseau,91120,Marcoussis,91460,8618,7.9
AgenceAuto,palaiseau,Palaiseau,91120,Villemoisson-sur-Orge,91360,7332,7.9
AgenceAuto,palaiseau,Palaiseau,91120,Rungis,94150,5611,7.9
AgenceAuto,palaiseau,Palaiseau,91120,Saint-Jean-de-Beauregard,91940,471,8.0
AgenceAuto,palaiseau,Palaiseau,91120,Montlhéry,91310,9772,8.2
AgenceAuto,palaiseau,Palaiseau,91120,Longpont-sur-Orge,91310,6482,8.4
AgenceAuto,palaiseau,Palaiseau,91120,Saint-Aubin,91190,661,8.7
AgenceAuto,palaiseau,Palaiseau,91120,Bourg-la-Reine,92340,21019,8.7
AgenceAuto,palaiseau,Palaiseau,91120,Juvisy-sur-Orge,91260,19292,8.8
AgenceAuto,palaiseau,Palaiseau,91120,Fontenay-aux-Roses,92260,24070,8.8
AgenceAuto,palaiseau,Palaiseau,91120,Vélizy-Villacoublay,78140,23011,9.1
AgenceAuto,palaiseau,Palaiseau,91120,Jouy-en-Josas,78350,7981,9.2
AgenceAuto,palaiseau,Palaiseau,91120,Gif-sur-Yvette,91190,22544,9.2
AgenceAuto,palaiseau,Palaiseau,91120,Chevilly-Larue,94550,19826,9.2
AgenceAuto,palaiseau,Palaiseau,91120,Morsang-sur-Orge,91390,21667,9.3
AgenceAuto,palaiseau,Palaiseau,91120,Sainte-Geneviève-des-Bois,91700,35438,9.3
AgenceAuto,palaiseau,Palaiseau,91120,Clamart,92140,58576,9.3
AgenceAuto,palaiseau,Palaiseau,91120,Athis-Mons,91200,36613,9.4
AgenceAuto,palaiseau,Palaiseau,91120,Gometz-le-Châtel,91940,2630,9.5
AgenceAuto,palaiseau,Palaiseau,91120,L'Haÿ-les-Roses,94240,31188,9.5
AgenceAuto,palaiseau,Palaiseau,91120,Linas,91310,7987,9.6
AgenceAuto,palaiseau,Palaiseau,91120,Saint-Michel-sur-Orge,91240,21776,9.8
AgenceAuto,palaiseau,Palaiseau,91120,Villiers-le-Bâcle,91190,1031,10.0
AgenceAuto,palaiseau,Palaiseau,91120,Les Loges-en-Josas,78350,1645,10.1
AgenceAuto,palaiseau,Palaiseau,91120,Viry-Châtillon,91170,30838,10.1
AgenceAuto,palaiseau,Palaiseau,91120,Bagneux,92220,44572,10.2
AgenceAuto,palaiseau,Palaiseau,91120,Meudon,92190,46334,10.2
AgenceAuto,palaiseau,Palaiseau,91120,Châtillon,92320,36705,10.3
AgenceAuto,palaiseau,Palaiseau,91120,Cachan,94230,31103,10.3
AgenceAuto,palaiseau,Palaiseau,91120,Janvry,91640,654,10.5
AgenceAuto,palaiseau,Palaiseau,91120,Toussus-le-Noble,78117,1172,10.8
AgenceAuto,palaiseau,Palaiseau,91120,Thiais,94320,32918,10.9
AgenceAuto,palaiseau,Palaiseau,91120,Leuville-sur-Orge,91310,4271,11.1
AgenceAuto,palaiseau,Palaiseau,91120,Orly,94310,24658,11.1
AgenceAuto,palaiseau,Palaiseau,91120,Grigny,91350,26842,11.2
AgenceAuto,palaiseau,Palaiseau,91120,Villeneuve-le-Roi,94290,21000,11.3
AgenceAuto,palaiseau,Palaiseau,91120,Gometz-la-Ville,91400,1536,11.4
AgenceAuto,palaiseau,Palaiseau,91120,Viroflay,78220,17237,11.7
AgenceAuto,palaiseau,Palaiseau,91120,Arcueil,94110,22200,11.7
AgenceAuto,palaiseau,Palaiseau,91120,Buc,78530,5816,11.8
AgenceAuto,palaiseau,Palaiseau,91120,Chaville,92370,20594,11.8
AgenceAuto,palaiseau,Palaiseau,91120,Villejuif,94800,60183,11.8
AgenceAuto,palaiseau,Palaiseau,91120,Malakoff,92240,30557,11.9
AgenceAuto,palaiseau,Palaiseau,91120,Ollainville,91340,5455,12.1
AgenceAuto,palaiseau,Palaiseau,91120,Châteaufort,78117,1564,12.2
AgenceAuto,palaiseau,Palaiseau,91120,Fleury-Mérogis,91700,13721,12.2
AgenceAuto,palaiseau,Palaiseau,91120,Ablon-sur-Seine,94480,5988,12.2
AgenceAuto,palaiseau,Palaiseau,91120,Montrouge,92120,46324,12.3
AgenceAuto,palaiseau,Palaiseau,91120,Vanves,92170,28622,12.3
AgenceAuto,palaiseau,Palaiseau,91120,Issy-les-Moulineaux,92130,67669,12.4
AgenceAuto,palaiseau,Palaiseau,91120,Vigneux-sur-Seine,91270,31466,12.6
AgenceAuto,palaiseau,Palaiseau,91120,Saint-Germain-lès-Arpajon,91180,11623,12.7
AgenceAuto,palaiseau,Palaiseau,91120,Gentilly,94250,19963,12.7
AgenceAuto,palaiseau,Palaiseau,91120,Brétigny-sur-Orge,91220,26658,12.8
AgenceAuto,palaiseau,Palaiseau,91120,Sèvres,92310,22303,12.8
AgenceAuto,palaiseau,Palaiseau,91120,Saint-Rémy-lès-Chevreuse,78470,7747,12.9
AgenceAuto,palaiseau,Palaiseau,91120,Draveil,91210,30098,12.9
AgenceAuto,palaiseau,Palaiseau,91120,Fontenay-lès-Briis,91640,2350,12.9
AgenceAuto,palaiseau,Palaiseau,91120,Le Kremlin-Bicêtre,94270,24110,12.9
AgenceAuto,palaiseau,Palaiseau,91120,Briis-sous-Forges,91640,3342,13.1
AgenceAuto,palaiseau,Palaiseau,91120,Choisy-le-Roi,94600,45946,13.2
AgenceAuto,palaiseau,Palaiseau,91120,Vitry-sur-Seine,94400,93963,13.2
AgenceAuto,palaiseau,Palaiseau,91120,Bruyères-le-Châtel,91680,3788,13.4
AgenceAuto,palaiseau,Palaiseau,91120,Le Plessis-Pâté,91220,4154,13.4
AgenceAuto,palaiseau,Palaiseau,91120,Ris-Orangis,91130,31189,13.5
AgenceAuto,palaiseau,Palaiseau,91120,Ville-d'Avray,92410,11089,13.5
AgenceAuto,palaiseau,Palaiseau,91120,Arpajon,91290,11698,13.7
AgenceAuto,palaiseau,Palaiseau,91120,Boulogne-Billancourt,92100,119019,13.9
AgenceAuto,palaiseau,Palaiseau,91120,Bondoufle,91070,10767,14.0
AgenceAuto,palaiseau,Palaiseau,91120,Versailles,78000,84095,14.3
AgenceAuto,palaiseau,Palaiseau,91120,La Norville,91290,4268,14.4
AgenceAuto,palaiseau,Palaiseau,91120,Marnes-la-Coquette,92430,1752,14.4
AgenceAuto,palaiseau,Palaiseau,91120,Villeneuve-Saint-Georges,94190,36221,14.4
AgenceAuto,palaiseau,Palaiseau,91120,Les Molières,91470,1975,14.5
AgenceAuto,palaiseau,Palaiseau,91120,Ivry-sur-Seine,94200,65064,14.6
AgenceAuto,palaiseau,Palaiseau,91120,Limours,91470,6517,14.8
AgenceAuto,palaiseau,Palaiseau,91120,Guyancourt,78280,29778,15.0
AgenceAuto,palaiseau,Palaiseau,91120,Crosne,91560,9610,15.1
AgenceAuto,palaiseau,Palaiseau,91120,Saint-Cloud,92210,29855,15.1
AgenceAuto,palaiseau,Palaiseau,91120,Alfortville,94140,45531,15.2
AgenceAuto,palaiseau,Palaiseau,91120,Courson-Monteloup,91680,563,15.3
AgenceAuto,palaiseau,Palaiseau,91120,Égly,91520,7166,15.3
AgenceAuto,palaiseau,Palaiseau,91120,Montgeron,91230,24022,15.3
AgenceAuto,palaiseau,Palaiseau,91120,Valenton,94460,14406,15.4
AgenceAuto,palaiseau,Palaiseau,91120,Magny-les-Hameaux,78114,9386,15.5
AgenceAuto,palaiseau,Palaiseau,91120,Vaucresson,92420,8432,15.5
AgenceAuto,palaiseau,Palaiseau,91120,Milon-la-Chapelle,78470,295,15.6
AgenceAuto,palaiseau,Palaiseau,91120,Boullay-les-Troux,91470,624,15.8
AgenceAuto,palaiseau,Palaiseau,91120,Évry-Courcouronnes,91000,66919,15.8
AgenceAuto,palaiseau,Palaiseau,91120,Garches,92380,17743,15.8
AgenceAuto,palaiseau,Palaiseau,91120,Guibeville,91630,923,16.2
AgenceAuto,palaiseau,Palaiseau,91120,Voisins-le-Bretonneux,78960,10624,16.3
AgenceAuto,palaiseau,Palaiseau,91120,Le Chesnay-Rocquencourt,78150,30689,16.4
AgenceAuto,palaiseau,Palaiseau,91120,Chevreuse,78460,5502,16.4
AgenceAuto,palaiseau,Palaiseau,91120,Leudeville,91630,1562,16.4
AgenceAuto,palaiseau,Palaiseau,91120,Charenton-le-Pont,94220,28830,16.4
AgenceAuto,palaiseau,Palaiseau,91120,Créteil,94000,93397,16.4
AgenceAuto,palaiseau,Palaiseau,91120,Soisy-sur-Seine,91450,7418,16.5
AgenceAuto,palaiseau,Palaiseau,91120,Forges-les-Bains,91470,4241,16.6
AgenceAuto,palaiseau,Palaiseau,91120,Vaugrigneuse,91640,1458,16.7
