ville,cp,population,distance_km,reseau_plus_proche,agence_plus_proche,nb_agences_a_20km
Les Pennes-Mirabeau,13170,22537,5.6,Simplicicar,marignane,3
Montigny-lès-Cormeilles,95370,22457,4.6,TransakAuto,Agence SARTROUVILLE,9
Auch,32000,22428,2.4,TransakAuto,Agence AUCH,1
Abbeville,80100,22395,2.3,TransakAuto,Agence ABBEVILLE,1
Mantes-la-Ville,78711,22332,3.8,TransakAuto,Agence MANTES-LA-JOLIE,4
Sèvres,92310,22303,3.5,AgenceAuto,viroflay,11
Montereau-Fault-Yonne,77130,22279,9.1,TransakAuto,Agence FONTAINEBLEAU,1
Achères,78260,22241,3.8,TransakAuto,Agence CONFLANS-SAINTE-HONORINE,9
Le Petit-Quevilly,76140,22208,6.8,TransakAuto,Agence ROUEN,2
Arcueil,94110,22200,5.2,Simplicicar,paris-15,12
Gujan-Mestras,33470,22153,6.0,TransakAuto,Agence ARCACHON,1
Dax,40100,22109,2.5,AgenceAuto,dax,2
Fontaine,38600,22020,2.0,TransakAuto,Agence GRENOBLE OUEST,3
Longjumeau,91160,21996,4.1,AgenceAuto,athis-mons,7
Neuilly-Plaisance,93360,21941,2.9,TransakAuto,Agence LE RAINCY,10
Hazebrouck,59190,21912,19.3,Simplicicar,saint-omer,1
Nogent-sur-Oise,60180,21907,4.2,TransakAuto,Agence SAINT MAXIMIN,3
Fleury-les-Aubrais,45400,21804,1.9,TransakAuto,Agence ORLEANS,3
La Madeleine,59110,21790,0.9,Simplicicar,lille,6
Saint-Michel-sur-Orge,91240,21776,8.8,AgenceAuto,athis-mons,5
Montmorency,95160,21763,2.8,TransakAuto,Agence ENGHIEN-LES-BAINS,9
Montigny-lès-Metz,57950,21718,4.4,AgenceAuto,metz,3
Sainte-Foy-lès-Lyon,69110,21692,1.9,TransakAuto,Agence LYON OUEST,9
Morsang-sur-Orge,91390,21667,5.5,AgenceAuto,athis-mons,6
Mandelieu-la-Napoule,06210,21640,9.2,TransakAuto,Agence CANNES,4
Gardanne,13120,21597,9.1,TransakAuto,Agence AIX EN PROVENCE SUD,4
Le Robert,97231,21553,18.2,AgenceAuto,martinique,1
Lagny-sur-Marne,77400,21461,4.6,AgenceAuto,chessy,7
Allauch,13190,21443,17.1,Simplicicar,la-ciotat,2
Bruay-la-Buissière,62700,21424,2.2,TransakAuto,Agence BETHUNE,1
Givors,69700,21379,10.2,Simplicicar,vienne,5
Saint-Gratien,95210,21336,1.9,TransakAuto,Agence ENGHIEN-LES-BAINS,9
Saint-Cyr-l'École,78210,21268,5.9,TransakAuto,Agence LES CLAYES SOUS BOIS,7
Ozoir-la-Ferrière,77330,21238,5.1,AgenceAuto,gretz-armainvilliers,8
Saint-Genis-Laval,69230,21212,2.3,Simplicicar,lyon-ouest,8
Le Plessis-Trévise,94420,21112,6.5,TransakAuto,Agence SAINT MAUR,9
Mons-en-Barœul,59370,21105,1.4,AgenceAuto,wasquehal,6
Plaisance-du-Touch,31830,21079,4.9,TransakAuto,Agence TOULOUSE OUEST,7
Saint-Mandé,94160,21071,1.9,TransakAuto,Agence VINCENNES,12
Bourg-la-Reine,92340,21019,5.4,TransakAuto,Agence WISSOUS,10
Villeneuve-le-Roi,94290,21000,1.7,TransakAuto,Agence THIAIS,12
Carquefou,44470,20921,15.7,TransakAuto,Agence NANTES NORD,1
Sceaux,92330,20884,5.4,TransakAuto,Agence WISSOUS,9
Concarneau,29900,20845,14.5,AgenceAuto,quimper,2
Lingolsheim,67380,20826,8.3,AgenceAuto,strasbourg-nord,3
Carrières-sous-Poissy,78955,20825,5.7,TransakAuto,Agence CHAMBOURCY,8
Coudekerque-Branche,59210,20787,2.2,Simplicicar,dunkerque,3
Wasquehal,59290,20726,2.1,AgenceAuto,wasquehal,6
Halluin,59250,20715,3.2,TransakAuto,Agence TOURCOING,4
La Chapelle-sur-Erdre,44240,20690,10.8,TransakAuto,Agence NANTES NORD,1
Denain,59220,20665,7.4,AgenceAuto,valenciennes,2
Cugnaux,31270,20662,7.2,Simplicicar,toulouse-sud,8
Maurepas,78310,20629,7.3,TransakAuto,Agence LES CLAYES SOUS BOIS,4
Chaville,92370,20594,1.8,AgenceAuto,viroflay,11
Croix,59170,20566,3.4,AgenceAuto,wasquehal,6
Bouguenais,44340,20530,6.5,TransakAuto,Agence NANTES NORD,2
Joinville-le-Pont,94340,20525,2.3,TransakAuto,Agence SAINT MAUR,11
Le Creusot,71200,20509,14.7,AgenceAuto,montceau-les-mines,1
La Celle-Saint-Cloud,78170,20460,5.7,AgenceAuto,viroflay,10
Mitry-Mory,77290,20456,11.2,TransakAuto,Agence CHELLES,6
Chilly-Mazarin,91380,20443,3.1,TransakAuto,Agence WISSOUS,9
Beaune,21200,20352,2.5,Simplicicar,beaune,1
Lannion,22300,20315,2.2,AgenceAuto,lannion,2
L'Isle-sur-la-Sorgue,84800,20244,2.5,TransakAuto,Agence L&rsquo;ISLE SUR LA SORGUE,2
Grande-Synthe,59760,20239,4.1,AgenceAuto,dunkerque,3
Mont-Saint-Aignan,76130,20165,2.2,TransakAuto,Agence ROUEN,2
Cahors,46000,20050,2.4,TransakAuto,Agence CAHORS,1
Bruges,33520,20020,3.4,TransakAuto,Agence LAON,6
Bourg-lès-Valence,26500,19992,5.6,Simplicicar,valence,3
Albertville,73200,19978,3.4,TransakAuto,Agence ALBERTVILLE,1
Gentilly,94250,19963,4.9,Simplicicar,paris-15,12
Cournon-d'Auvergne,63800,19951,5.7,TransakAuto,Agence CLERMONT FERRAND SUD,1
Vence,06140,19917,9.1,TransakAuto,Agence NICE OUEST,7
Chevilly-Larue,94550,19826,4.0,TransakAuto,Agence THIAIS,10
Ronchin,59790,19787,5.5,AgenceAuto,lille-seclin,6
Mougins,06250,19782,1.7,TransakAuto,Agence CANNES,7
Bruz,35170,19683,1.4,Simplicicar,rennes,3
Lisieux,14100,19645,15.4,TransakAuto,Agence DEAUVILLE,1
Sélestat,67600,19589,1.9,AgenceAuto,selestat,2
Pertuis,84120,19548,3.3,TransakAuto,Agence PERTUIS,3
Le Mée-sur-Seine,77350,19527,10.1,TransakAuto,Agence LIEUSAINT,2
Schœlcher,97233,19478,3.8,AgenceAuto,martinique,1
Saint-Lô,50000,19471,1.5,TransakAuto,Agence SAINT-LO,1
Villefontaine,38090,19445,8.9,TransakAuto,Agence BOURGOIN-JAILLEU,4
Royan,17200,19425,3.1,Simplicicar,royan,1
Juvisy-sur-Orge,91260,19292,1.9,AgenceAuto,athis-mons,10
Saint-Fons,69190,19285,4.0,TransakAuto,Agence LYON 8 EME,8
Saint-Dié-des-Vosges,88100,19251,4.8,AgenceAuto,saint-die-des-vosges,1
Moulins,03000,19206,1.8,TransakAuto,Agence MOULINS,1
Sorgues,84700,19006,7.3,TransakAuto,Agence AVIGNON,3
Brie-Comte-Robert,77170,19003,0.9,TransakAuto,Agence BRIE-COMTE-ROBERT,6
Ploemeur,56270,18872,5.9,Simplicicar,lorient,2
Riom,63200,18820,15.8,TransakAuto,Agence CLERMONT FERRAND SUD,1
Meylan,38240,18770,7.8,TransakAuto,Agence GRENOBLE OUEST,3
Cesson-Sévigné,35510,18761,9.1,AgenceAuto,rennes-nord,3
Pornic,44210,18745,4.4,AgenceAuto,pornic,2
Chennevières-sur-Marne,94430,18710,4.2,TransakAuto,Agence SAINT MAUR,12
Louviers,27400,18705,12.9,TransakAuto,Agence ELBEUF,1
Faches-Thumesnil,59155,18619,3.9,AgenceAuto,lille-seclin,6
Hem,59510,18582,5.1,AgenceAuto,wasquehal,6
Bischheim,67800,18558,2.3,AgenceAuto,strasbourg-nord,3
Le Puy-en-Velay,43000,18540,5.2,Simplicicar,puy-en-velay,1
Sanary-sur-Mer,83110,18538,4.3,TransakAuto,Agence TOULON,2
Moissy-Cramayel,77550,18511,2.5,TransakAuto,Agence LIEUSAINT,4
Bry-sur-Marne,94360,18503,4.7,TransakAuto,Agence SAINT MAUR,12
Châteauneuf-les-Martigues,13220,18455,7.7,TransakAuto,Agence MARIGNANE,2
Éragny-sur-Oise,95610,18436,1.3,TransakAuto,Agence CONFLANS-SAINTE-HONORINE,7
Le Pontet,84130,18386,2.3,TransakAuto,Agence AVIGNON,3
Floirac,33270,18300,8.0,TransakAuto,Agence LAON,6
Bonneuil-sur-Marne,94380,18270,3.5,TransakAuto,Agence SAINT MAUR,13
Bagnols-sur-Cèze,30200,18112,16.4,TransakAuto,Agence ORANGE,1
Ducos,97224,18105,13.2,AgenceAuto,martinique,1
Hendaye,64700,18102,16.9,TransakAuto,Agence BIDART &#8211; SAINT-JEAN-DE-LUZ,2
Pontarlier,25300,18067,2.5,AgenceAuto,pontarlier,2
Soisy-sous-Montmorency,95230,18008,2.4,TransakAuto,Agence ENGHIEN-LES-BAINS,9
Saint-Égrève,38120,17986,5.5,TransakAuto,Agence GRENOBLE OUEST,3
Osny,95520,17954,2.1,AgenceAuto,cergy-pontoise,6
Écully,69130,17944,6.3,TransakAuto,Agence LYON OUEST,9
Carvin,62220,17909,9.5,TransakAuto,Agence SECLIN,4
Limay,78520,17885,4.6,TransakAuto,Agence MANTES-LA-JOLIE,4
Jouy-le-Moutier,95280,17854,4.0,TransakAuto,Agence CONFLANS-SAINTE-HONORINE,6
Brignoles,83170,17850,3.4,TransakAuto,Agence BRIGNOLES,1
Cluses,74300,17795,0.3,TransakAuto,Agence SALLANCHES,2
Balma,31130,17772,3.2,TransakAuto,Agence TOULOUSE EST,6
Garches,92380,17743,5.0,AgenceAuto,viroflay,12
Ambarès-et-Lagrave,33440,17644,4.2,TransakAuto,Agence BORDEAUX RIVE DROITE,5
Villeneuve-Loubet,06270,17548,7.8,TransakAuto,Agence ANTIBES,8
L'Isle-d'Abeau,38080,17515,3.9,TransakAuto,Agence BOURGOIN-JAILLEU,3
Chamalières,63400,17509,5.0,TransakAuto,Agence CLERMONT FERRAND SUD,1
Avion,62210,17435,1.9,TransakAuto,Agence LENS,5
Yutz,57970,17391,6.1,TransakAuto,Agence THIONVILLE,2
Lattes,34970,17351,3.1,Simplicicar,montpellier,5
Marmande,47200,17328,16.8,TransakAuto,Agence LANGON,1
Boissy-Saint-Léger,94470,17325,7.0,TransakAuto,Agence SAINT MAUR,12
Sallanches,74700,17319,14.4,TransakAuto,Agence SALLANCHES,1
Saran,45770,17316,4.4,TransakAuto,Agence ORLEANS,2
Annonay,07100,17274,4.2,TransakAuto,Agence DAVEZIEUX,1
Lamballe-Armor,22400,17241,7.0,TransakAuto,Agence LAMBALLE,3
Viroflay,78220,17237,0.4,AgenceAuto,viroflay,9
Blanquefort,33290,17215,6.9,TransakAuto,Agence LAON,5
Orée d'Anjou,49270,17162,10.5,TransakAuto,Agence ANCENIS,1
Montceau-les-Mines,71300,17064,0.9,AgenceAuto,montceau-les-mines,1
Firminy,42700,17060,12.5,TransakAuto,Agence SAINT ETIENNE,2
Saint-Cyr-sur-Loire,37540,17029,10.1,AgenceAuto,tours,3
Le Pré-Saint-Gervais,93310,16993,4.9,TransakAuto,Agence VINCENNES,11
La Baule-Escoublac,44500,16912,5.1,TransakAuto,Agence SAINT-NAZAIRE,1
Les Clayes-sous-Bois,78340,16804,0.7,TransakAuto,Agence LES CLAYES SOUS BOIS,3
Guérande,44350,16804,9.7,TransakAuto,Agence SAINT-NAZAIRE,1
Saint-Jean-de-la-Ruelle,45140,16768,3.0,Simplicicar,orleans,3
Loire-Authion,49140,16765,9.3,AgenceAuto,angers,3
Marly-le-Roi,78160,16756,8.8,TransakAuto,Agence LES CLAYES SOUS BOIS,8
Cestas,33610,16666,15.4,Simplicicar,merignac,4
Lons-le-Saunier,39000,16618,1.4,TransakAuto,Agence LONS LE SAUNIER,2
Bois-d'Arcy,78390,16586,3.0,TransakAuto,Agence LES CLAYES SOUS BOIS,3
Châteaurenard,13160,16545,7.7,TransakAuto,Agence AVIGNON,2
Mauguio,34130,16522,9.4,AgenceAuto,montpellier-est,4
Les Herbiers,85500,16521,19.4,TransakAuto,Agence CHOLET,1
Orsay,91400,16498,5.2,AgenceAuto,palaiseau,6
Pamiers,09100,16473,7.7,Simplicicar,pamiers,1
Rumilly,74150,16442,12.0,AgenceAuto,annecy,3
Mennecy,91540,16433,11.5,TransakAuto,Agence LIEUSAINT,2
Sainte-Luce-sur-Loire,44980,16400,13.7,TransakAuto,Agence NANTES NORD,2
Landerneau,29800,16363,14.3,Simplicicar,brest,3
Trélazé,49800,16333,2.2,AgenceAuto,angers,3
Verneuil-sur-Seine,78480,16280,5.7,TransakAuto,Agence CHAMBOURCY,7
Saint-Joseph,97212,16258,8.3,AgenceAuto,martinique,1
Saint-Julien-en-Genevois,74160,16222,11.9,AgenceAuto,saint-genis-pouilly,4
Saint-Leu-la-Forêt,95320,16138,6.2,AgenceAuto,la-croix-verte,8
Montbrison,42600,16123,16.4,Simplicicar,moto-veauche,2
Vauréal,95490,16079,3.0,AgenceAuto,cergy-pontoise,6
Sin-le-Noble,59450,16076,5.8,TransakAuto,Agence DOUAI,1
Domont,95330,16065,4.2,AgenceAuto,la-croix-verte,6
Le Pecq,78230,16059,9.4,TransakAuto,Agence SARTROUVILLE,10
Noisiel,77186,16053,3.7,TransakAuto,Agence CHELLES,7
Saint-Amand-les-Eaux,59230,15974,6.6,TransakAuto,Agence VALENCIENNES,2
Ambérieu-en-Bugey,01500,15934,14.4,Simplicicar,meximieux,1
Le Bourget,93350,15925,8.0,TransakAuto,Agence LE RAINCY,9
Lucé,28110,15921,1.0,TransakAuto,Agence CHARTRES,1
Hennebont,56700,15910,9.9,TransakAuto,Agence LORIENT,2
Saint-Pierre-des-Corps,37700,15898,4.9,AgenceAuto,tours,3
Hayange,57700,15806,10.3,TransakAuto,Agence THIONVILLE,2
Port-de-Bouc,13110,15802,18.7,TransakAuto,Agence MARIGNANE,1
Saint-Just-Saint-Rambert,42170,15764,5.5,Simplicicar,veauche,3
Saint-Fargeau-Ponthierry,77310,15724,9.0,TransakAuto,Agence LIEUSAINT,2
Beaucaire,30300,15692,10.9,TransakAuto,Agence ARLES,3
Montévrain,77144,15687,1.7,AgenceAuto,chessy,5
Francheville,69340,15604,2.1,TransakAuto,Agence LYON OUEST,8
Fontainebleau,77300,15583,13.2,TransakAuto,Agence FONTAINEBLEAU,1
Le Vésinet,78110,15554,8.0,TransakAuto,Agence SARTROUVILLE,10
Wittenheim,68270,15553,6.7,AgenceAuto,mulhouse,2
Guipavas,29490,15538,4.7,Simplicicar,brest,3
Wattignies,59139,15525,2.3,AgenceAuto,lille-seclin,6
Montivilliers,76290,15478,3.1,TransakAuto,Agence LE HAVRE,1
Elbeuf,76500,15474,4.8,TransakAuto,Agence ELBEUF,1
Roquebrune-sur-Argens,83380,15442,10.7,TransakAuto,Agence DRAGUIGNAN,1
Tarascon,13150,15396,14.2,TransakAuto,Agence ARLES,1
Bouc-Bel-Air,13320,15381,5.4,TransakAuto,Agence AIX EN PROVENCE SUD,5
Castanet-Tolosan,31320,15317,4.4,AgenceAuto,toulouse-sud-est-labege,6
Avrillé,49240,15251,4.6,Simplicicar,angers,3
Rive-de-Gier,42800,15242,17.9,TransakAuto,Agence SAINT ETIENNE,1
Morlaix,29600,15194,4.0,TransakAuto,Agence MORLAIX,1
Ramonville-Saint-Agne,31520,15158,2.2,AgenceAuto,toulouse-sud-est-labege,7
Senlis,60300,15157,5.0,AgenceAuto,senlis,4
Montmagny,95360,15105,2.6,TransakAuto,Agence ENGHIEN-LES-BAINS,8
Vesoul,70000,15078,1.8,AgenceAuto,vesoul,1
Lognes,77185,15074,5.3,TransakAuto,Agence CHELLES,7
Haubourdin,59320,15074,5.4,AgenceAuto,lille-seclin,6
Saint-Brice-sous-Forêt,95350,15063,4.6,TransakAuto,Agence ENGHIEN-LES-BAINS,9
Verrières-le-Buisson,91370,15057,4.3,AgenceAuto,palaiseau,9
Arnouville,95400,15023,8.0,TransakAuto,Agence ENGHIEN-LES-BAINS,8
Saint-Avertin,37550,14999,1.2,AgenceAuto,tours,3
Woippy,57140,14967,3.5,AgenceAuto,metz,2
La Flèche,72200,14947,2.3,Simplicicar,la-fleche,1
Illzach,68110,14923,2.1,AgenceAuto,mulhouse,2
Saint-Jean-de-Luz,64500,14857,6.3,TransakAuto,Agence BIDART &#8211; SAINT-JEAN-DE-LUZ,3
Montargis,45200,14825,2.4,TransakAuto,Agence MONTARGIS,1
Carrières-sur-Seine,78420,14791,4.5,TransakAuto,Agence SARTROUVILLE,11
Fameck,57290,14788,12.4,TransakAuto,Agence THIONVILLE,3
Laxou,54520,14771,6.4,Simplicicar,nancy,3
Dinan,22100,14764,16.1,AgenceAuto,saint-malo,1
Sainte-Marie,97230,14756,18.6,AgenceAuto,martinique,1
Le Raincy,93340,14735,0.9,TransakAuto,Agence LE RAINCY,9
Saint-Gilles,30800,14734,12.7,Simplicicar,vauvert,5
Villers-lès-Nancy,54600,14718,4.3,Simplicicar,nancy,3
Saint-Orens-de-Gameville,31650,14646,2.4,AgenceAuto,toulouse-sud-est-labege,5
Ollioules,83190,14568,1.4,TransakAuto,Agence TOULON,1
Montesson,78360,14549,5.5,TransakAuto,Agence SARTROUVILLE,11
Saint-Brevin-les-Pins,44250,14541,12.3,TransakAuto,Agence SAINT-NAZAIRE,3
Bois-Guillaume,76230,14539,0.8,TransakAuto,Agence ROUEN,2
Saint-Maurice,94410,14506,3.3,TransakAuto,Agence VINCENNES,12
Saint-Paul-lès-Dax,40990,14481,3.4,AgenceAuto,dax,2
L'Étang-Salé,97427,14464,4.8,TransakAuto,"Agence ETANG-SALE, REUNION",1
Saint-Genis-Pouilly,01630,14432,2.3,AgenceAuto,saint-genis-pouilly,3
Flers,61100,14432,3.8,TransakAuto,Agence FLERS,1
Plérin,22190,14425,5.7,AgenceAuto,saint-brieuc,3
Valenton,94460,14406,5.2,TransakAuto,Agence THIAIS,13
Canteleu,76380,14402,8.2,TransakAuto,Agence ROUEN,2
Billère,64140,14384,2.2,TransakAuto,Agence PAU,2
Saint-Omer,62500,14382,3.3,Simplicicar,saint-omer,1
Rixheim,68170,14380,4.6,AgenceAuto,mulhouse,2
Persan,95340,14359,9.8,AgenceAuto,la-croix-verte,6
Crépy-en-Valois,60800,14351,19.4,TransakAuto,Agence DAMMARTIN EN GOELE,2
Castelsarrasin,82100,14343,18.0,TransakAuto,Agence MONTAUBAN,1
Montataire,60160,14257,3.6,Simplicicar,st-maximin,3
Chenôve,21300,14244,7.5,TransakAuto,Agence DIJON,3
Auray,56400,14207,16.8,AgenceAuto,vannes,2
Pont-à-Mousson,54700,14190,5.3,TransakAuto,Agence METZ,1
Hautmont,59330,14152,4.3,TransakAuto,Agence MAUBEUGE,1
Saint-Martin-de-Crau,13310,14145,18.3,Simplicicar,salon,1
Morangis,91420,14129,1.7,AgenceAuto,athis-mons,9
Sainte-Maxime,83120,14118,14.6,TransakAuto,Agence DRAGUIGNAN,1
Roncq,59223,14075,0.4,TransakAuto,Agence TOURCOING,4
Audincourt,25400,14071,2.7,AgenceAuto,montbeliard,4
Juvignac,34990,14055,7.1,TransakAuto,Agence MONTPELLIER,4
Lys-lez-Lannoy,59390,14050,7.3,AgenceAuto,wasquehal,6
Bollène,84500,14024,7.7,TransakAuto,Agence BOLLENE,2
Lieusaint,77127,14017,1.4,TransakAuto,Agence LIEUSAINT,5
Belleville-en-Beaujolais,69220,14016,12.2,TransakAuto,Agence VILLEFRANCHE SUR SAONE,2
Ostwald,67540,13946,7.5,Simplicicar,strasbourg,3
Vaires-sur-Marne,77360,13931,1.2,TransakAuto,Agence CHELLES,8
Méru,60110,13897,19.2,Simplicicar,beauvais,2
Mions,69780,13843,6.6,Simplicicar,st-priest,8
Andrésy,78570,13834,4.9,TransakAuto,Agence CONFLANS-SAINTE-HONORINE,8
Caudry,59540,13833,14.4,TransakAuto,Agence CAMBRAI,1
Berre-l'Étang,13130,13832,10.2,TransakAuto,Agence MARIGNANE,4
Carros,06510,13803,10.8,AgenceAuto,nice,4
Saint-Jacques-de-la-Lande,35136,13800,5.7,Simplicicar,rennes,3
Pierrelatte,26700,13756,4.6,TransakAuto,Agence BOLLENE,2
Fleury-Mérogis,91700,13721,8.2,AgenceAuto,athis-mons,6
Fontenay-le-Fleury,78330,13680,4.3,TransakAuto,Agence LES CLAYES SOUS BOIS,7
Avon,77210,13651,9.3,TransakAuto,Agence FONTAINEBLEAU,1
Gex,01170,13627,12.9,AgenceAuto,saint-genis-pouilly,2
Lons,64140,13606,1.8,TransakAuto,Agence PAU,2
Amilly,45200,13582,1.4,TransakAuto,Agence MONTARGIS,1
Plouzané,29280,13567,10.5,AgenceAuto,brest,3
Plougastel-Daoulas,29470,13434,8.1,AgenceAuto,brest,3
Genas,69740,13421,4.5,Simplicicar,st-priest,8
Tulle,19000,13401,1.9,AgenceAuto,tulle,3
Mouvaux,59420,13369,5.0,TransakAuto,Agence TOURCOING,6
Kingersheim,68260,13354,5.7,AgenceAuto,mulhouse,2
Claye-Souilly,77410,13353,7.9,TransakAuto,Agence CHELLES,5
Bonneville,74130,13335,2.1,Simplicicar,genevois,4
Saint-Jean-de-Védas,34430,13328,1.1,TransakAuto,Agence MONTPELLIER,4
Cusset,03300,13316,3.8,Simplicicar,vichy,1
Monteux,84170,13301,12.9,TransakAuto,Agence L&rsquo;ISLE SUR LA SORGUE,3
Cuers,83390,13271,13.2,TransakAuto,Agence BRIGNOLES,1
Lourdes,65100,13266,15.9,TransakAuto,Agence TARBES,1
Seclin,59113,13261,1.6,TransakAuto,Agence SECLIN,7
Val-de-Reuil,27100,13245,13.6,TransakAuto,Agence ELBEUF,1
Saint-André-lez-Lille,59350,13233,1.6,Simplicicar,lille,6
Canet-en-Roussillon,66140,13227,5.4,Simplicicar,perpignan,2
Anzin,59410,13183,2.7,TransakAuto,Agence VALENCIENNES,2
Les Ponts-de-Cé,49130,13149,4.6,AgenceAuto,angers,3
Villeneuve-lès-Avignon,30400,13148,5.7,TransakAuto,Agence AVIGNON,3
Graulhet,81300,13129,19.7,TransakAuto,Agence ALBI,1
Saint-Hilaire-de-Riez,85270,13074,14.6,TransakAuto,Agence CHALLANS,1
Auriol,13390,13037,16.8,Simplicicar,la-ciotat,1
Bras-Panon,97412,13012,8.3,TransakAuto,"Agence SAINT-ANDRE, REUNION",1
Betton,35830,12964,5.3,AgenceAuto,rennes-nord,3
Tarnos,40220,12957,4.6,TransakAuto,Agence ANGLET,4
Fonsorbes,31470,12954,6.1,AgenceAuto,toulouse-fontenilles,4
Berck,62600,12951,5.2,TransakAuto,Agence LE TOUQUET,1
Yzeure,03400,12897,4.0,TransakAuto,Agence MOULINS,1
Nemours,77140,12889,14.9,TransakAuto,Agence FONTAINEBLEAU,1
Moret-Loing-et-Orvanne,77250,12810,2.2,TransakAuto,Agence FONTAINEBLEAU,1
Saint-André-les-Vergers,10120,12806,3.1,AgenceAuto,troyes,3
Pornichet,44380,12800,4.9,TransakAuto,Agence SAINT-NAZAIRE,1
Comines,59560,12731,7.5,TransakAuto,Agence TOURCOING,4
Aubergenville,78410,12723,2.6,AgenceAuto,epone,6
Chambray-lès-Tours,37170,12720,0.7,TransakAuto,Agence TOURS SUD,3
Andernos-les-Bains,33510,12710,16.0,TransakAuto,Agence ARCACHON,1
Châlette-sur-Loing,45120,12677,3.3,TransakAuto,Agence MONTARGIS,1
Mèze,34140,12669,9.6,AgenceAuto,sete,2
La Chapelle-Saint-Luc,10600,12648,2.3,Simplicicar,troyes,3
L'Union,31240,12638,1.7,TransakAuto,Agence TOULOUSE EST,6
Saint-André-de-Cubzac,33240,12626,9.9,TransakAuto,Agence BORDEAUX RIVE DROITE,3
Marquette-lez-Lille,59520,12622,1.0,TransakAuto,Agence LILLE,6
Vidauban,83550,12608,10.0,TransakAuto,Agence DRAGUIGNAN,1
Obernai,67210,12587,18.1,Simplicicar,strasbourg,1
Rognac,13340,12576,8.7,Simplicicar,marignane,4
Louvres,95380,12560,14.9,AgenceAuto,la-croix-verte,4
Villetaneuse,93430,12530,2.7,TransakAuto,Agence ENGHIEN-LES-BAINS,8
Solliès-Pont,83210,12521,18.9,TransakAuto,Agence TOULON,2
Brignais,69530,12503,1.4,Simplicicar,lyon-ouest,8
L'Isle-Adam,95290,12493,6.8,AgenceAuto,la-croix-verte,6
Saint-Avé,56890,12470,2.6,TransakAuto,Agence VANNES,3
Quimperlé,29300,12469,13.5,Simplicicar,lorient,2
Pont-du-Château,63430,12412,10.6,TransakAuto,Agence CLERMONT FERRAND SUD,1
Gisors,27140,12410,1.6,TransakAuto,Agence GISORS,1
Pont-Sainte-Maxence,60700,12361,5.8,AgenceAuto,senlis,5
Guidel,56520,12338,5.7,Simplicicar,lorient,2
Oissel-sur-Seine,76350,12317,4.7,TransakAuto,Agence ELBEUF,2
Le Chambon-Feugerolles,42500,12314,9.4,TransakAuto,Agence SAINT ETIENNE,3
Vernouillet,28500,12310,4.5,TransakAuto,Agence DREUX,1
Châteaubriant,44110,12260,2.2,TransakAuto,Agence CHATEAUBRIANT,1
Harnes,62440,12247,6.7,TransakAuto,Agence LENS,6
Bischwiller,67240,12242,11.5,TransakAuto,Agence HAGUENAU,3
La Queue-en-Brie,94510,12241,7.7,TransakAuto,Agence SAINT MAUR,11
Triel-sur-Seine,78510,12206,5.9,TransakAuto,Agence CHAMBOURCY,7
Riedisheim,68400,12200,5.3,AgenceAuto,mulhouse,2
Raismes,59590,12199,3.5,TransakAuto,Agence VALENCIENNES,2
Bully-les-Mines,62160,12146,7.7,TransakAuto,Agence LENS,4
Saint-Gaudens,31800,12139,5.8,Simplicicar,https://www.simplicicar.com/content/170-oncession-st-gaudens,1
Ferney-Voltaire,01210,12094,6.3,AgenceAuto,saint-genis-pouilly,4
Craponne,69290,12084,4.1,TransakAuto,Agence LYON OUEST,8
Onet-le-Château,12000,12080,2.7,AgenceAuto,rodez,3
Saint-Cyprien,66750,12068,3.6,Simplicicar,perpignan,2
La Motte-Servolex,73290,12067,2.8,Simplicicar,aix-les-bains,2
Cernay,68700,12057,10.7,AgenceAuto,mulhouse-sud,2
Mios,33380,12043,10.8,TransakAuto,Agence ARCACHON,1
Roquebrune-Cap-Martin,06190,12037,18.2,Simplicicar,nice,1
Florange,57190,12035,8.8,TransakAuto,Agence THIONVILLE,2
Barentin,76360,12022,13.4,TransakAuto,Agence ROUEN,3
Marly,59770,11995,4.0,AgenceAuto,valenciennes,2
Septèmes-les-Vallons,13240,11995,10.4,Simplicicar,marignane,3
Saint-Pierre-du-Perray,91280,11993,3.8,TransakAuto,Agence LIEUSAINT,5
Vedène,84270,11974,4.9,TransakAuto,Agence AVIGNON,3
Valbonne,06560,11939,5.4,TransakAuto,Agence CANNES,8
Ifs,14123,11937,6.8,TransakAuto,Agence CAEN,1
Beausoleil,06240,11936,14.9,Simplicicar,nice,3
Villepreux,78450,11931,2.0,TransakAuto,Agence LES CLAYES SOUS BOIS,4
Dammartin-en-Goële,77230,11907,6.9,TransakAuto,Agence DAMMARTIN EN GOELE,3
Le Relecq-Kerhuon,29480,11897,4.7,Simplicicar,brest,3
Talant,21240,11896,5.6,AgenceAuto,dijon,3
Rivière-Salée,97215,11829,16.8,AgenceAuto,martinique,1
Somain,59490,11766,14.6,TransakAuto,Agence VALENCIENNES,3
Hœnheim,67800,11742,1.6,AgenceAuto,strasbourg-nord,3
Seyssinet-Pariset,38170,11739,2.5,TransakAuto,Agence GRENOBLE OUEST,1
Baugé-en-Anjou,49150,11712,15.5,Simplicicar,la-fleche,1
Pacé,35740,11703,4.5,TransakAuto,Agence RENNES OUEST,3
Dugny,93440,11700,8.6,TransakAuto,Agence ENGHIEN-LES-BAINS,9
Arpajon,91290,11698,13.7,AgenceAuto,palaiseau,4
Vauvert,30600,11671,9.9,Simplicicar,vauvert,3
